Search Gene	Found FBGN	Found Gene	embryo 00-02hr	embryo 02-04hr	embryo 04-06hr	embryo 06-08hr	embryo 08-10hr	embryo 10-12hr	embryo 12-14hr	embryo 14-16hr	embryo 16-18hr	embryo 18-20hr	embryo 20-22hr	embryo 22-24hr	larva L1	larva L2	larva L3 12hr old	larva L3 puffstage 1-2	larva L3 puffstage 3-6	larva L3 puffstage 7-9	white prepupae new	white prepupae 12hr	white prepupae 24hr	pupae 2d postWPP	pupae 3d postWPP	pupae 4d postWPP	adult male 01day	adult male 05day	adult male 30day	adult female 01day	adult female 05day	adult female 30day
FBgn0039630	FBgn0039630	CG11843	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	2	3	1	1	1
FBgn0039631	FBgn0039631	Sirt7	21	24	14	12	12	9	9	8	6	3	9	8	2	1	1	2	3	4	4	6	7	4	2	2	3	4	4	5	9	10
FBgn0039632	FBgn0039632	Cul5	46	29	28	25	21	17	16	9	8	6	6	6	6	5	6	10	25	55	55	30	29	20	11	7	11	15	14	16	31	30
FBgn0039633	FBgn0039633	CG11873	24	28	34	35	27	9	22	20	15	13	9	10	10	5	4	3	12	14	14	12	21	14	7	8	7	9	11	14	18	20
FBgn0039634	FBgn0039634	alpha-Man-Ib	44	13	20	19	17	14	18	11	10	9	6	8	9	9	8	7	10	13	12	13	18	18	13	8	9	11	10	17	35	35
FBgn0039635	FBgn0039635	CG11876	74	23	40	59	60	91	72	117	118	164	217	173	252	235	234	97	64	51	47	59	68	109	244	458	408	300	216	331	112	104
FBgn0039636	FBgn0039636	Atg14	27	32	46	36	29	25	16	16	15	20	17	15	10	8	8	9	14	16	16	23	24	17	12	16	18	22	21	16	16	18
FBgn0039637	FBgn0039637	CG11880	51	24	12	10	14	17	19	23	39	34	18	24	11	13	15	14	33	120	226	219	83	83	27	41	34	34	37	33	43	43
FBgn0039638	FBgn0039638	dgt6	40	45	25	24	22	13	11	11	8	4	16	13	1	1	1	2	4	4	4	11	7	2	1	1	2	2	3	8	19	18
FBgn0039639	FBgn0039639	CG14512	13	14	7	4	6	9	9	3	6	4	5	6	3	6	4	4	3	5	4	3	4	6	5	2	4	3	2	3	9	8
FBgn0039640	FBgn0039640	CG14516	147	15	2	1	2	1	1	3	2	4	9	10	15	9	6	4	4	5	6	18	9	7	5	7	5	4	4	50	99	95
FBgn0039641	FBgn0039641	CG14511	6	5	4	4	3	5	8	17	5	2	2	2	4	12	4	3	4	4	4	3	3	10	3	2	3	4	5	5	5	5
FBgn0039642	FBgn0039642	CG11882	18	8	11	15	14	15	10	4	3	3	1	1	2	3	3	7	15	22	37	56	49	24	13	5	8	9	8	7	11	14
FBgn0039645	FBgn0039645	CG11898	0	0	0	0	0	0	0	0	1	2	5	4	1	1	1	1	1	0	1	1	1	0	0	1	2	3	3	2	1	1
FBgn0039647	FBgn0039647	CG14509	0	0	1	0	0	0	2	12	21	25	19	21	17	5	2	1	1	2	2	2	4	14	21	10	9	9	10	5	1	1
FBgn0039648	FBgn0039648	CG14515	0	0	0	0	1	2	3	19	66	39	3	2	1	13	4	0	0	1	3	3	3	37	597	18	1	0	0	3	0	0
FBgn0039650	FBgn0039650	Mesh1	9	5	4	2	4	4	6	3	4	3	2	3	4	7	5	5	4	4	5	4	4	6	6	2	3	3	2	3	8	8
FBgn0039651	FBgn0039651	Cyt-c1L	1	1	2	2	2	2	1	1	1	1	0	0	0	0	1	5	8	9	9	15	23	24	19	20	30	45	49	1	1	1
FBgn0039654	FBgn0039654	Brd8	31	49	45	38	32	26	17	13	7	5	5	4	6	6	5	6	9	10	11	12	17	9	4	3	5	6	6	11	15	17
FBgn0039655	FBgn0039655	CG14507	0	3	2	1	1	1	0	3	3	3	1	0	0	1	2	0	0	0	0	1	1	3	2	1	5	8	12	1	0	0
FBgn0039659	FBgn0039659	CG14506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	1	1	1	2	2	0	0	0
FBgn0039663	FBgn0039663	CG2321	21	4	5	3	2	1	1	1	0	0	0	0	1	2	2	1	3	3	3	3	4	2	1	1	2	3	3	5	11	11
FBgn0039664	FBgn0039664	CG2006	7	4	5	7	6	5	3	3	2	2	1	1	4	5	4	4	6	5	4	4	6	4	3	3	4	7	7	6	6	7
FBgn0039665	FBgn0039665	CG2310	89	88	42	85	100	116	64	98	62	45	34	27	23	11	10	19	28	28	29	41	65	25	16	16	9	9	14	29	25	30
FBgn0039666	FBgn0039666	Diedel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1
FBgn0039667	FBgn0039667	CG2010	0	0	1	4	5	11	16	29	29	32	21	19	20	18	32	9	4	1	1	6	5	24	91	115	68	44	28	42	5	4
FBgn0039668	FBgn0039668	Trc8	54	41	24	29	30	27	20	24	18	15	14	13	13	14	16	20	35	39	44	35	38	33	28	45	59	80	89	33	32	35
FBgn0039669	FBgn0039669	ND-20L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	9	8	12	20	19	15	18	24	39	41	0	0	0
FBgn0039670	FBgn0039670	CG7567	0	0	0	1	1	1	1	3	6	22	71	92	115	235	244	400	418	357	207	1	1	1	1	1	17	18	16	14	10	12
FBgn0039671	FBgn0039671	CG11470	0	0	0	0	0	0	0	0	0	6	25	31	41	75	85	109	130	108	27	0	0	0	0	0	0	0	0	0	0	0
FBgn0039673	FBgn0039673	CG7568	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
FBgn0039674	FBgn0039674	CG1907	47	34	16	11	14	22	17	28	33	46	59	55	110	119	145	87	37	22	56	17	12	18	20	61	75	49	46	72	47	49
FBgn0039675	FBgn0039675	ppk21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039677	FBgn0039677	ppk30	0	0	1	2	2	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
FBgn0039678	FBgn0039678	Obp99a	18	177	698	2422	3772	5107	1852	791	310	242	104	143	188	157	254	189	188	136	88	90	203	75	77	88	111	131	151	74	99	102
FBgn0039679	FBgn0039679	ppk19	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039680	FBgn0039680	Cap-D2	46	63	90	76	48	17	18	13	9	4	7	9	2	2	3	6	8	8	7	15	12	2	1	2	1	1	1	9	19	19
FBgn0039682	FBgn0039682	Obp99c	1	1	1	15	38	221	158	119	62	72	178	175	225	318	801	518	422	296	344	739	1052	1185	789	235	875	413	286	506	202	233
FBgn0039683	FBgn0039683	dmrt99B	0	1	1	8	7	6	4	5	3	2	2	1	2	1	1	1	2	2	2	1	1	1	0	0	0	0	0	0	0	0
FBgn0039684	FBgn0039684	Obp99d	0	0	0	0	1	3	2	1	0	2	3	7	5	1	7	0	0	0	0	20	3	3	1	25	4	2	3	1	0	0
FBgn0039685	FBgn0039685	Obp99b	0	0	0	3	14	44	20	18	6	2	1	0	0	0	129	16428	14484	7702	6343	3198	2578	2149	835	818	75	75	40	60	3	4
FBgn0039686	FBgn0039686	CG15506	0	0	0	3	12	15	16	111	35	11	2	3	2	10	3	1	1	5	8	28	3	207	11	14	8	4	3	4	0	0
FBgn0039687	FBgn0039687	CG7593	29	38	66	50	30	15	9	5	4	2	2	3	7	9	6	7	8	10	9	13	10	4	4	4	4	5	4	9	21	22
FBgn0039688	FBgn0039688	Kul	0	0	1	3	6	9	16	12	13	12	9	10	8	9	6	5	14	41	54	25	21	15	12	14	8	6	6	4	2	1
FBgn0039689	FBgn0039689	CIA30	26	11	21	17	18	19	19	20	22	22	21	23	28	29	25	18	18	16	14	16	17	22	29	35	35	32	37	35	25	27
FBgn0039690	FBgn0039690	CG1969	7	8	8	26	54	108	80	65	46	31	25	22	34	48	77	51	50	52	41	132	30	62	37	16	17	10	11	15	10	11
FBgn0039691	FBgn0039691	IntS11	64	82	38	28	33	31	29	23	23	22	24	27	15	19	16	15	20	22	21	23	19	12	9	13	11	11	11	23	39	40
FBgn0039694	FBgn0039694	fig	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	3	9	10	9	19	32	36	33	41	52	73	86	0	0	0
FBgn0039696	FBgn0039696	CG7837	23	8	13	16	13	8	8	6	6	5	5	5	4	3	3	3	5	7	7	7	8	7	4	3	4	5	5	7	12	12
FBgn0039697	FBgn0039697	CG7834	120	129	51	44	47	84	62	70	62	71	87	77	143	209	233	132	98	87	82	53	80	75	62	74	153	152	121	126	123	125
FBgn0039698	FBgn0039698	CG7789	48	28	17	11	10	12	12	24	13	12	12	10	20	34	21	17	18	17	19	12	15	27	11	13	16	16	20	29	32	33
FBgn0039702	FBgn0039702	Vps16B	26	4	5	8	8	9	5	5	4	4	3	3	3	3	3	3	5	6	6	10	8	6	5	5	5	7	6	8	12	15
FBgn0039703	FBgn0039703	CG7829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	13	6	3	6
FBgn0039704	FBgn0039704	neo	1	2	4	27	44	100	212	149	7	3	1	2	8	146	20	4	11	25	41	13	109	243	11	3	3	4	4	0	0	0
FBgn0039705	FBgn0039705	Atg16	33	33	16	18	21	22	17	14	15	15	23	21	9	9	9	11	14	14	13	12	14	13	12	12	17	21	21	10	19	19
FBgn0039707	FBgn0039707	CG15510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	13	12	24	31	42	43	29	58	75	66	0	0	0
FBgn0039709	FBgn0039709	Cad99C	0	1	5	18	27	27	24	22	21	25	11	10	12	18	19	8	14	15	17	27	40	50	25	10	8	3	4	14	14	12
FBgn0039710	FBgn0039710	dgt1	58	49	39	41	33	29	21	20	16	10	20	17	9	6	5	6	9	10	10	12	15	10	6	6	8	11	11	15	24	27
FBgn0039711	FBgn0039711	CG7824	37	40	21	18	18	13	12	12	11	10	19	19	8	3	4	5	8	8	6	6	6	4	2	2	3	5	6	12	20	20
FBgn0039712	FBgn0039712	CG15514	74	63	49	47	49	42	33	33	27	17	32	28	15	13	10	12	15	17	16	21	24	15	10	11	12	14	16	26	40	41
FBgn0039713	FBgn0039713	RpS8	1891	2919	2679	3130	3284	3961	2502	3117	2465	3032	3035	2249	3602	3001	2481	2090	1992	1916	1884	1675	1626	1347	1072	1371	1029	1045	1191	2305	2029	2185
FBgn0039714	FBgn0039714	Zip99C	27	9	12	19	19	29	23	11	12	17	23	22	14	10	13	36	75	109	82	38	35	34	28	28	53	65	62	26	33	39
FBgn0039718	FBgn0039718	CG15517	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039719	FBgn0039719	CG15515	0	0	0	0	1	2	1	4	27	247	766	517	451	60	944	139	8	1	0	3	0	5	117	12	30	11	11	32	2	3
FBgn0039722	FBgn0039722	Capa	0	0	0	0	0	0	0	0	1	3	7	6	8	6	2	4	4	5	5	6	7	10	8	6	10	15	21	5	3	4
FBgn0039723	FBgn0039723	CG15522	0	0	0	0	0	0	1	1	1	2	1	1	1	1	0	0	1	2	2	6	16	23	5	3	3	3	3	2	1	1
FBgn0039726	FBgn0039726	eIF2B-alpha	20	21	25	18	18	24	20	16	12	9	11	11	23	25	18	15	15	19	18	15	17	16	12	9	11	15	15	19	23	25
FBgn0039727	FBgn0039727	CG15523	4	2	4	4	3	2	4	2	2	1	1	1	2	3	3	3	6	7	6	8	13	12	13	11	27	31	30	3	5	5
FBgn0039728	FBgn0039728	CG7896	0	0	0	2	4	23	32	34	79	35	7	8	8	24	8	6	8	9	13	13	27	62	14	4	6	0	0	4	0	0
FBgn0039730	FBgn0039730	CG7903	37	24	36	37	26	21	20	13	11	9	7	7	10	10	7	9	13	15	14	12	18	19	12	8	11	12	14	15	21	24
FBgn0039731	FBgn0039731	Sas-6	17	6	16	16	10	4	3	1	0	1	0	1	1	1	1	2	3	3	3	5	6	3	2	2	3	5	4	4	11	12
FBgn0039732	FBgn0039732	CG15525	22	39	34	32	35	38	27	9	12	10	7	9	6	8	6	9	11	19	20	23	23	18	12	5	11	13	9	5	15	15
FBgn0039733	FBgn0039733	CG11504	68	57	43	60	61	59	35	39	26	16	25	19	11	7	6	8	10	12	12	16	22	25	11	8	9	13	17	21	28	32
FBgn0039734	FBgn0039734	Tace	0	7	10	9	9	25	18	18	14	12	9	9	10	4	1	2	3	5	5	12	15	13	10	7	6	8	8	3	1	1
FBgn0039735	FBgn0039735	Nph	296	186	251	310	247	161	134	70	55	29	38	37	184	170	108	77	88	115	103	111	112	54	32	44	31	41	46	190	293	299
FBgn0039736	FBgn0039736	CG7912	0	2	7	12	6	2	2	2	2	2	4	3	12	6	4	4	2	1	1	1	2	1	0	0	2	3	3	4	3	3
FBgn0039737	FBgn0039737	CG7920	99	9	7	19	31	59	68	176	235	280	321	302	536	400	553	330	150	85	93	219	199	237	416	511	626	667	754	513	251	247
FBgn0039738	FBgn0039738	Mgat2	1	6	5	8	10	13	14	20	18	14	8	9	9	4	3	4	6	10	10	11	15	17	19	17	16	21	21	9	3	3
FBgn0039740	FBgn0039740	ZIPIC	41	49	26	25	24	19	16	18	14	10	21	16	7	6	4	5	8	10	11	10	13	10	5	4	5	7	8	12	19	21
FBgn0039741	FBgn0039741	CG7943	63	34	19	18	18	25	21	21	21	21	21	21	24	22	20	9	7	9	9	6	8	9	13	13	13	12	13	29	42	42
FBgn0039742	FBgn0039742	CG15528	1	7	9	3	3	2	2	3	5	13	17	15	7	4	5	12	28	33	10	2	1	2	10	31	15	24	14	7	3	3
FBgn0039743	FBgn0039743	CG7946	45	84	85	77	61	47	33	20	16	12	16	16	12	13	9	11	17	21	20	27	33	22	12	10	14	19	16	14	25	24
FBgn0039744	FBgn0039744	CG15526	0	1	2	2	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	3	2	5	7	6	0	0	0
FBgn0039747	FBgn0039747	AdoR	0	0	0	0	0	0	0	0	0	1	2	2	2	2	3	1	2	2	2	2	1	1	1	2	1	1	1	1	0	0
FBgn0039748	FBgn0039748	CG15529	0	0	0	0	0	1	1	2	1	2	10	9	11	1	6	3	1	2	2	4	2	2	2	10	7	4	6	17	6	7
FBgn0039749	FBgn0039749	CG11498	0	2	7	7	5	6	9	6	3	2	1	0	1	9	1	0	0	1	1	1	5	85	2	1	1	0	0	0	0	0
FBgn0039751	FBgn0039751	CG1983	14	10	10	8	10	10	10	9	11	9	11	12	10	11	10	8	8	8	8	11	9	9	8	9	8	9	10	11	13	15
FBgn0039754	FBgn0039754	CG9747	1	1	1	3	6	15	30	280	514	179	49	51	43	163	35	6	7	5	6	133	49	35	51	30	38	43	31	19	39	38
FBgn0039755	FBgn0039755	CG15531	0	0	0	0	0	1	1	3	5	5	7	7	9	16	16	19	22	29	31	32	40	20	42	34	81	117	99	51	34	47
FBgn0039756	FBgn0039756	CG9743	1	2	3	18	31	100	113	142	124	112	93	94	110	84	50	22	8	10	14	8	7	13	11	23	35	40	49	41	29	26
FBgn0039757	FBgn0039757	RpS7	1618	2554	2508	2612	2757	3134	2246	2462	1974	2291	2335	1956	2799	2287	1925	1501	1421	1421	1367	1277	1311	1045	854	979	756	757	939	1777	1668	1778
FBgn0039758	FBgn0039758	CG9737	0	0	0	0	0	0	0	7	15	5	1	2	1	5	6	2	1	0	0	2	1	3	9	2	1	3	2	0	0	0
FBgn0039759	FBgn0039759	CG9733	0	0	0	0	0	0	0	0	0	2	3	5	0	0	1	0	1	2	2	2	2	1	0	1	1	1	3	1	0	1
FBgn0039761	FBgn0039761	CG18404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	7	56	118	72	55	71	81
FBgn0039764	FBgn0039764	CG15535	16	14	21	15	17	20	20	3	6	7	8	11	5	6	3	4	6	7	7	7	8	10	6	2	4	3	2	2	12	11
FBgn0039765	FBgn0039765	mRpS18C	28	28	33	30	29	46	32	26	33	35	32	26	40	49	32	10	12	14	13	13	21	32	52	22	19	20	18	21	27	31
FBgn0039766	FBgn0039766	CG15536	13	19	15	9	9	6	6	2	4	3	2	3	2	4	4	4	6	7	7	7	10	10	8	3	8	9	6	3	9	9
FBgn0039767	FBgn0039767	CG2218	103	110	118	98	80	51	44	43	32	24	34	28	12	9	9	17	26	32	34	44	41	22	12	18	18	24	25	32	49	54
FBgn0039768	FBgn0039768	CG15533	0	0	0	0	0	0	0	0	0	0	13	9	77	78	39	13	2	0	0	0	0	0	0	1	19	10	5	21	7	2
FBgn0039769	FBgn0039769	CG15534	0	1	2	1	0	0	0	0	0	0	8	6	21	68	25	57	7	1	0	0	0	0	0	0	8	18	9	9	10	7
FBgn0039770	FBgn0039770	CG15537	0	0	0	0	0	0	1	2	4	5	6	6	8	4	1	1	1	1	1	2	2	5	6	3	5	7	7	2	1	1
FBgn0039771	FBgn0039771	Osi23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
FBgn0039773	FBgn0039773	CG2224	23	29	21	10	11	9	9	10	11	10	16	15	8	6	7	8	13	15	14	19	23	22	19	31	24	32	35	11	15	16
FBgn0039774	FBgn0039774	CDase	0	3	7	15	16	12	7	8	27	21	23	25	24	20	14	22	15	15	25	57	22	16	11	14	18	16	13	14	6	4
FBgn0039776	FBgn0039776	PH4alphaEFB	1	11	29	50	59	113	115	66	36	18	9	9	17	25	36	18	20	26	37	37	34	35	33	31	20	16	15	24	24	20
FBgn0039777	FBgn0039777	Jon99Fii	1	0	0	1	0	0	0	0	1	21	607	502	2004	2623	1477	1929	1324	530	63	5	1	1	0	1	289	532	297	432	348	428
FBgn0039779	FBgn0039779	PH4alphaSG2	0	0	1	4	17	33	30	17	9	3	2	4	8	9	8	8	5	2	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039780	FBgn0039780	PH4alphaNE1	0	0	0	0	0	2	2	0	0	0	2	2	13	1	29	2	0	0	0	1	1	1	0	0	1	2	3	0	0	0
FBgn0039782	FBgn0039782	CG15539	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	11	13	10	0	0	0
FBgn0039783	FBgn0039783	PH4alphaNE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	19	13	0	0	0
FBgn0039784	FBgn0039784	CG9698	0	0	0	2	6	14	10	0	0	0	0	0	1	2	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0
FBgn0039787	FBgn0039787	CG9702	0	0	0	0	1	1	2	5	7	12	13	16	25	12	26	17	10	8	5	6	3	1	0	9	19	25	29	4	3	4
FBgn0039788	FBgn0039788	Rpt6R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	14	30	39	20	27	23	19	19	25	34	31	3	0	1
FBgn0039789	FBgn0039789	CG9717	0	0	0	0	0	0	1	4	8	19	22	29	17	27	10	13	10	12	21	21	7	10	1	17	10	9	11	9	5	5
FBgn0039790	FBgn0039790	CG2246	46	14	21	18	15	21	28	38	41	38	35	37	43	25	22	22	25	27	35	29	32	22	21	18	19	20	24	39	42	44
FBgn0039792	FBgn0039792	CG2267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15	21	19	37	59	76	78	51	105	132	120	0	0	0
FBgn0039795	FBgn0039795	Spn100A	0	1	1	4	7	66	168	116	38	23	4	5	6	180	17	1	8	50	600	21	179	280	72	11	1	0	0	0	0	0
FBgn0039796	FBgn0039796	CG12069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	4	8	12	16	18	17	29	37	39	0	0	0
FBgn0039797	FBgn0039797	CG1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	12	12	25	42	48	44	40	64	90	98	0	0	0
FBgn0039799	FBgn0039799	CG15543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	4	7	11	13	12	9	16	21	21	0	0	0
FBgn0039800	FBgn0039800	Npc2g	1	4	19	59	68	93	96	178	176	101	17	17	107	181	372	511	372	140	107	52	84	100	139	97	257	281	297	164	102	148
FBgn0039801	FBgn0039801	Npc2h	0	0	0	0	0	0	1	6	8	7	2	2	6	14	22	35	10	3	2	4	5	15	27	34	142	180	166	55	22	47
FBgn0039802	FBgn0039802	dj-1beta	76	45	42	40	41	50	22	21	17	20	18	16	42	77	82	80	64	63	54	60	72	53	51	54	71	78	57	74	67	68
FBgn0039804	FBgn0039804	CG15544	0	0	0	0	0	0	1	2	4	3	1	1	1	1	2	1	2	6	14	57	19	11	8	4	3	1	1	2	0	0
FBgn0039805	FBgn0039805	Cpr100A	0	0	0	0	0	0	0	5	51	138	43	44	45	15	80	16	9	3	2	4150	185	182	442	615	226	4	2	173	1	1
FBgn0039806	FBgn0039806	CG15545	0	0	0	0	0	0	0	2	3	2	1	1	0	0	1	0	0	0	0	2	1	87	13	5	2	1	1	1	0	0
FBgn0039807	FBgn0039807	CG15546	0	0	0	0	0	1	2	4	18	37	20	23	9	2	7	3	4	3	1	3	2	2	42	47	20	14	12	10	3	3
FBgn0039808	FBgn0039808	CG12071	0	1	0	1	1	4	8	8	10	13	12	11	15	4	2	2	5	7	8	14	14	11	5	5	5	6	8	3	1	1
FBgn0039809	FBgn0039809	CG15547	0	2	6	6	5	3	4	3	3	5	4	6	3	1	2	7	14	20	26	35	32	35	28	20	32	44	41	4	3	3
FBgn0039810	FBgn0039810	CG15549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	4	6	6	11	14	13	0	0	0
FBgn0039811	FBgn0039811	CG15550	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	0	0	0
FBgn0039812	FBgn0039812	CG15548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	5	6	6	4	9	10	9	0	0	0
FBgn0039816	FBgn0039816	CG11317	0	0	0	0	0	0	1	3	5	9	12	12	12	4	1	1	2	4	5	5	6	6	4	5	4	4	5	3	1	1
FBgn0039817	FBgn0039817	CG15553	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	7	11	8	4	1	1	1	0	1	6	5	4	2	3	4
FBgn0039818	FBgn0039818	CG11318	0	0	0	0	0	0	0	1	2	6	8	8	4	4	4	5	6	6	6	0	0	0	0	1	1	2	1	2	1	1
FBgn0039820	FBgn0039820	CG15554	0	0	0	0	0	1	1	1	1	5	12	8	20	3	19	1	0	0	0	1	0	0	0	1	2	1	0	1	0	0
FBgn0039821	FBgn0039821	CG15556	0	0	1	0	1	0	0	1	4	4	2	3	2	1	2	2	1	1	1	2	5	0	0	1	5	4	4	2	1	2
FBgn0039827	FBgn0039827	CG1544	0	2	8	17	14	18	17	18	16	17	30	33	76	49	52	20	14	9	10	14	14	8	4	11	8	6	7	5	4	4
FBgn0039828	FBgn0039828	CG1542	81	115	105	102	99	91	60	43	27	21	48	41	86	42	23	14	16	18	16	19	21	20	12	13	15	19	20	40	54	59
FBgn0039829	FBgn0039829	CG15561	11	16	16	17	14	9	9	4	4	4	12	11	13	8	4	2	3	4	3	3	4	4	3	3	3	3	3	6	10	9
FBgn0039830	FBgn0039830	ATPsynC	670	415	294	275	339	511	639	732	923	1035	1213	1179	1805	1828	1822	639	348	327	317	257	306	717	2007	2864	2388	1193	610	2190	913	775
FBgn0039831	FBgn0039831	CG12054	39	24	19	18	18	19	18	17	15	10	13	12	11	7	6	5	10	9	9	9	12	10	9	7	9	11	11	21	25	26
FBgn0039832	FBgn0039832	CG15563	0	0	0	0	0	0	0	0	1	3	2	2	0	0	0	0	1	1	1	2	2	4	3	2	2	4	3	0	0	0
FBgn0039833	FBgn0039833	CG15564	0	0	0	0	0	0	0	1	1	4	2	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
FBgn0039835	FBgn0039835	mRpL32	22	26	25	21	24	30	38	19	27	23	28	33	29	45	26	9	7	10	9	9	11	23	39	9	10	9	7	11	29	27
FBgn0039836	FBgn0039836	CG1750	1	3	6	6	6	7	11	5	6	4	4	5	5	9	7	2	3	3	3	3	4	6	8	2	3	1	1	2	3	3
FBgn0039838	FBgn0039838	CG3669	0	0	0	0	0	0	1	4	3	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039839	FBgn0039839	ppk24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039840	FBgn0039840	CG11340	0	0	0	0	0	0	0	0	0	0	2	2	4	4	3	4	3	2	0	0	0	0	0	0	4	4	5	3	2	2
FBgn0039844	FBgn0039844	CG1607	0	0	0	2	4	13	19	14	26	31	29	35	36	26	18	14	31	78	143	9	17	20	17	19	13	10	9	7	4	3
FBgn0039846	FBgn0039846	CG11337	22	6	11	15	13	11	11	9	7	5	6	5	18	15	12	4	5	5	5	6	7	9	6	4	6	6	6	12	17	17
FBgn0039848	FBgn0039848	lox	0	2	3	2	1	2	1	1	0	0	0	0	0	0	0	0	0	1	1	19	6	3	0	0	0	1	1	0	0	0
FBgn0039849	FBgn0039849	CG11334	64	48	17	18	22	21	21	32	42	45	38	36	74	68	60	42	27	22	21	19	19	18	18	21	28	29	29	34	45	51
FBgn0039850	FBgn0039850	CG11333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	4	7	9	8	8	11	17	18	0	0	0
FBgn0039851	FBgn0039851	mey	1	1	1	5	9	62	159	217	14	7	5	5	7	22	2	1	3	8	20	3	33	192	7	1	0	0	0	0	0	0
FBgn0039852	FBgn0039852	nyo	0	0	1	6	18	18	41	106	9	2	1	1	2	44	5	1	5	10	22	22	24	132	8	1	0	0	0	0	0	0
FBgn0039854	FBgn0039854	CG1635	11	8	6	4	4	4	8	11	12	12	15	20	13	20	12	6	5	4	4	4	3	14	14	6	8	7	6	10	11	11
FBgn0039855	FBgn0039855	CG1638	0	1	1	1	1	0	0	0	0	0	2	1	1	2	0	1	2	3	3	4	7	9	10	10	17	23	27	0	0	0
FBgn0039856	FBgn0039856	CG1774	8	1	1	1	2	2	3	2	2	16	94	98	26	54	26	4	5	5	4	6	9	17	28	29	42	41	34	30	16	14
FBgn0039857	FBgn0039857	RpL6	1687	2531	2670	2819	2788	2649	2302	2375	2084	2212	2488	2204	2611	2407	1805	1457	1458	1507	1405	1263	1259	1006	825	932	840	801	941	1665	1699	1811
FBgn0039858	FBgn0039858	CycG	135	172	136	171	208	167	234	283	307	303	230	245	175	156	140	95	152	158	124	113	128	142	108	166	122	113	131	153	137	131
FBgn0039859	FBgn0039859	CG11539	9	2	6	8	8	8	7	6	6	4	4	5	5	5	4	4	6	6	5	6	7	6	7	7	7	8	9	7	8	9
FBgn0039860	FBgn0039860	CG1792	29	7	12	14	10	8	6	5	3	3	3	3	4	4	3	4	5	6	5	6	8	6	4	3	4	4	5	9	15	17
FBgn0039861	FBgn0039861	pasha	22	29	15	12	12	10	10	7	7	4	8	8	4	4	3	3	5	6	6	12	10	7	4	3	4	5	4	6	13	12
FBgn0039862	FBgn0039862	kek6	1	1	1	1	1	1	3	4	6	5	5	6	5	2	1	1	1	2	2	4	6	6	4	2	2	2	3	2	2	1
FBgn0039863	FBgn0039863	CG1815	35	43	23	22	24	12	20	19	16	10	24	20	8	6	5	7	13	16	18	16	25	14	9	7	9	12	13	11	19	20
FBgn0039864	FBgn0039864	CG11550	0	0	0	0	0	0	1	2	5	3	1	0	0	1	1	8	7	7	7	5	9	26	11	2	8	7	6	2	3	3
