Search Gene	Found FBGN	Found Gene	extended cold, 4-day adult	cold shock, 4-day adult	heat shock, 4-day adult	Cadmium 50 mM 6 hrs, larvae L3	Cadmium 50 mM 12 hrs, larvae L3	Cadmium 50 mM 48 hrs, 4-day adult	Cadmium 100 mM 48 hrs, 4-day adult	Copper 0.5 mM 12 hrs, larvae L3	Copper 15 mM 48 hrs, 4-day adult	Zinc 5 mM 12 hrs, larvae L3	Zinc 4.5 mM 48 hrs, 4-day adult	Ethanol 2.5% 3 hrs, larvae L3	Ethanol 5% 3 hrs, larvae L3	Ethanol 10% 3 hrs, larvae L3	Caffeine 1.5 mg/ml 4 hrs, larvae L3	Caffeine 2.5 mg/ml 48 hrs, 4-day adult	Caffeine 25 mg/ml 48 hrs, 4-day adult	Paraquat 5 mM 48 hrs, 4-day adult	Paraquat 10 mM 48 hrs, 4-day adult	Rotenone 2 µg 12 hrs, larvae L3	Rotenone 8 µg 12 hrs, larvae L3	Rotenone starved, 10-day adult	Sindbis virus, larval stage	Sindbis virus, pupal stage	Sindbis virus, 4-day adult male	Sindbis virus, 4-day adult female	Resveratrol 100uM, 10-day adult
FBgn0034510	FBgn0034510	CG13426	0	0	1	1	5	2	3	0	3	0	0	2	2	1	3	1	0	3	2	2	0	2	1	2	0	0	0
FBgn0034511	FBgn0034511	GNBP-like3	4	1	14	52	0	3	1	0	5	0	23	15	16	19	23	5	1	8	5	42	18	32	114	53	45	57	61
FBgn0034512	FBgn0034512	CG18067	48	31	51	25	14	36	44	7	56	5	178	81	26	26	30	91	42	63	115	36	11	223	380	96	105	299	388
FBgn0034513	FBgn0034513	CG13423	0	0	0	1	2	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	2	4	1	2	1	0	1
FBgn0034514	FBgn0034514	CG13427	1	2	4	0	0	1	4	0	2	0	3	3	0	0	0	1	2	3	1	0	0	4	0	2	0	0	1
FBgn0034515	FBgn0034515	CG13428	123	68	72	0	0	53	75	2	52	1	198	98	0	2	0	195	92	213	234	1	1	111	162	1	0	86	145
FBgn0034517	FBgn0034517	Cpr57A	24	23	30	107	75	23	2	352	3	96	12	4	50	57	67	6	28	5	9	58	73	8	16	26	82	12	12
FBgn0034518	FBgn0034518	CG13430	4	3	3	2	5	3	6	1	5	2	5	6	3	3	4	3	3	6	6	4	2	7	3	20	2	3	3
FBgn0034519	FBgn0034519	CG18065	4	3	3	2	5	3	6	1	5	2	5	6	3	3	4	3	3	6	6	4	2	7	3	20	2	3	3
FBgn0034520	FBgn0034520	lms	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	1	1
FBgn0034521	FBgn0034521	Mgat1	6	7	9	6	7	10	17	3	9	5	6	19	5	8	5	16	8	15	15	7	4	11	17	8	4	10	19
FBgn0034523	FBgn0034523	Nnf1a	4	2	5	10	16	6	2	6	4	2	9	8	10	6	10	5	2	6	7	11	5	5	4	21	4	4	3
FBgn0034527	FBgn0034527	CG9945	6	4	11	7	8	12	22	2	9	4	6	24	8	7	9	21	7	19	16	11	6	15	11	18	12	20	26
FBgn0034528	FBgn0034528	CG11180	7	7	14	5	8	21	35	3	38	4	16	22	3	6	4	32	9	24	18	10	7	3	1	2	3	6	2
FBgn0034529	FBgn0034529	FAM21	3	2	5	2	4	7	10	1	11	2	6	8	3	2	3	11	5	9	6	3	1	5	2	3	2	4	3
FBgn0034530	FBgn0034530	Rcd6	2	2	2	2	2	3	2	4	2	1	2	2	3	2	3	2	1	2	2	3	2	6	4	8	5	3	6
FBgn0034532	FBgn0034532	CG13436	3	2	3	2	3	4	5	2	6	1	9	6	1	1	1	2	2	6	10	1	0	6	16	12	1	0	3
FBgn0034534	FBgn0034534	maf-S	126	109	79	66	97	73	110	119	108	87	118	115	89	57	76	139	101	122	109	73	72	16	20	42	14	21	13
FBgn0034535	FBgn0034535	CG11110	4	4	15	12	11	10	18	6	8	3	7	29	9	11	9	17	3	21	25	11	15	14	20	17	9	15	20
FBgn0034537	FBgn0034537	DMAP1	19	14	21	12	10	26	37	6	20	9	16	34	10	8	9	32	18	31	26	10	11	8	3	7	4	6	5
FBgn0034538	FBgn0034538	CG16799	8	7	16	21	30	14	4	16	6	17	22	5	43	22	35	7	6	14	8	31	17	14	13	6	33	19	14
FBgn0034539	FBgn0034539	CG11159	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0	1
FBgn0034540	FBgn0034540	Lrt	1	1	3	5	5	5	1	2	1	2	1	1	4	5	3	1	1	1	2	5	4	7	5	8	3	4	6
FBgn0034541	FBgn0034541	CG13437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2	1	0	1	1
FBgn0034542	FBgn0034542	Fem-1	8	6	14	8	19	16	21	8	9	2	8	28	13	10	17	20	5	16	31	11	8	36	48	36	31	52	68
FBgn0034543	FBgn0034543	CG30152	16	13	15	20	34	15	16	19	9	17	12	17	18	15	13	19	12	17	29	15	12	17	24	40	14	22	22
FBgn0034545	FBgn0034545	CG13438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	6	0	0
FBgn0034546	FBgn0034546	CG13442	6	5	8	2	4	9	11	4	7	2	20	18	2	2	2	5	5	20	29	1	3	13	59	21	2	0	13
FBgn0034548	FBgn0034548	CG13443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
FBgn0034551	FBgn0034551	CG15225	0	0	0	1	0	0	0	2	0	3	0	0	1	2	0	0	0	0	0	0	0	3	0	0	7	0	0
FBgn0034552	FBgn0034552	CG17999	0	0	2	1	3	4	2	4	0	3	3	2	8	4	4	1	1	0	3	2	2	5	2	2	2	2	0
FBgn0034553	FBgn0034553	CG9993	0	0	6	10	3	5	1	2	0	2	1	1	9	12	8	0	1	1	1	8	11	10	13	1	11	9	5
FBgn0034554	FBgn0034554	CG15227	0	0	1	1	4	2	2	0	3	1	3	1	2	2	2	0	0	1	3	2	1	3	3	4	1	0	1
FBgn0034558	FBgn0034558	Cib2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	1	1
FBgn0034560	FBgn0034560	CG9235	2	1	3	3	4	2	3	2	4	0	11	5	1	1	1	2	3	6	8	1	1	12	31	26	3	0	6
FBgn0034563	FBgn0034563	CG15649	2	2	2	0	1	1	1	1	1	1	3	2	1	1	0	3	2	5	6	0	1	3	3	2	1	0	0
FBgn0034565	FBgn0034565	CG15650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0
FBgn0034566	FBgn0034566	CG9313	8	6	6	2	2	6	10	6	6	3	14	11	1	1	2	4	5	11	17	1	3	7	12	8	2	0	3
FBgn0034567	FBgn0034567	CG15651	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	2	0	0	6	4	3	1	2	4
FBgn0034568	FBgn0034568	CG3216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0
FBgn0034569	FBgn0034569	dgt3	1	1	4	1	2	3	5	1	3	1	1	8	1	2	2	5	2	6	3	1	1	6	2	6	2	6	5
FBgn0034570	FBgn0034570	CG10543	18	13	10	1	1	15	28	3	27	5	16	20	2	2	2	24	16	17	18	1	1	9	6	5	2	7	16
FBgn0034572	FBgn0034572	CG9346	5	5	8	6	8	7	11	4	6	5	5	12	9	5	7	11	5	11	9	7	5	6	3	7	5	6	6
FBgn0034573	FBgn0034573	CG3295	25	21	19	20	29	15	17	8	10	13	12	26	23	16	30	23	14	19	31	22	16	29	41	56	32	44	64
FBgn0034576	FBgn0034576	ND-B14.7	24	16	77	120	64	61	32	29	17	32	26	70	106	115	89	30	17	55	77	109	139	79	418	105	207	295	151
FBgn0034577	FBgn0034577	cpa	92	90	83	88	88	104	109	95	73	89	72	86	100	98	71	95	86	77	82	101	103	30	32	75	86	55	50
FBgn0034578	FBgn0034578	CG15653	2	2	7	7	8	12	17	1	9	1	5	9	10	4	4	12	3	9	8	8	5	4	3	6	5	6	3
FBgn0034579	FBgn0034579	mRpL54	5	7	16	23	12	19	24	2	8	16	11	27	20	14	12	16	8	17	20	21	26	7	8	12	17	17	8
FBgn0034580	FBgn0034580	Cht8	3	5	4	1	0	4	4	0	6	0	8	8	1	0	0	10	4	12	19	0	0	24	23	281	0	23	29
FBgn0034582	FBgn0034582	Cht9	6	7	29	112	31	31	7	44	2	62	8	6	99	41	248	4	7	3	8	102	91	16	10	3	285	5	18
FBgn0034583	FBgn0034583	CG10527	24	19	66	138	103	57	21	35	8	44	13	41	122	135	85	15	12	22	43	128	138	95	254	130	300	274	281
FBgn0034585	FBgn0034585	Rbpn-5	13	8	13	7	7	12	19	10	16	9	14	23	7	7	7	18	11	16	20	5	6	20	19	17	17	25	31
FBgn0034588	FBgn0034588	CG9394	6	5	24	62	16	24	5	14	3	9	16	14	47	39	45	13	7	20	43	33	42	35	77	1	78	49	80
FBgn0034590	FBgn0034590	Magi	5	3	7	3	2	6	11	2	3	4	3	14	2	3	2	10	4	9	9	1	2	8	6	18	5	9	11
FBgn0034592	FBgn0034592	CG9406	0	1	1	0	3	1	5	0	3	0	7	4	0	0	0	1	0	4	6	1	0	2	7	5	0	0	1
FBgn0034595	FBgn0034595	CG15657	3	1	8	3	8	3	5	1	5	1	8	13	2	3	5	4	3	13	23	4	3	6	28	26	2	0	4
FBgn0034598	FBgn0034598	CG4266	15	11	24	8	4	18	32	9	16	8	10	35	5	6	5	26	15	19	21	6	7	9	8	12	7	10	13
FBgn0034599	FBgn0034599	hng1	7	6	9	5	6	7	13	5	7	1	6	16	4	5	3	9	9	13	12	6	6	10	11	18	7	12	10
FBgn0034601	FBgn0034601	CG4286	11	11	10	4	5	11	18	4	10	8	24	22	2	3	2	10	8	23	31	3	4	13	70	32	2	1	13
FBgn0034602	FBgn0034602	Lapsyn	5	9	12	8	33	8	5	4	12	8	22	6	20	10	13	5	5	10	7	16	9	6	13	9	14	12	9
FBgn0034605	FBgn0034605	CG15661	0	0	3	2	0	3	5	0	6	0	7	5	7	2	5	6	2	6	12	2	2	9	13	1	12	14	15
FBgn0034606	FBgn0034606	ASPP	8	8	4	2	2	4	4	5	3	7	6	5	2	2	2	5	6	6	8	2	2	8	6	10	2	5	12
FBgn0034611	FBgn0034611	MFS16	9	7	10	8	13	8	6	4	3	5	5	12	11	9	11	8	7	11	12	11	7	18	27	35	25	39	37
FBgn0034612	FBgn0034612	CG10505	1	1	2	17	6	4	1	2	0	3	4	1	3	3	2	1	1	2	2	6	2	8	3	1	9	3	4
FBgn0034614	FBgn0034614	CG9752	3	2	13	7	15	16	22	1	20	1	3	25	11	7	7	23	6	13	13	12	4	5	1	8	5	7	3
FBgn0034617	FBgn0034617	CG9754	8	7	9	3	8	11	21	4	20	3	5	15	5	3	4	17	7	15	10	4	4	6	4	8	4	8	5
FBgn0034618	FBgn0034618	CG9485	9	4	20	13	7	19	21	9	11	5	12	33	12	13	14	19	10	24	32	10	12	26	137	9	22	77	63
FBgn0034622	FBgn0034622	CG15666	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	1
FBgn0034623	FBgn0034623	CG9822	3	4	0	12	89	0	0	1	1	5	1	0	1	4	0	0	2	0	0	4	0	4	1	1	2	0	0
FBgn0034624	FBgn0034624	CG17974	0	0	11	34	13	14	0	4	0	7	0	0	36	24	11	0	1	0	0	26	29	7	3	1	10	1	0
FBgn0034626	FBgn0034626	CG10795	26	15	29	14	16	38	60	9	35	8	29	54	11	16	11	53	30	47	43	13	11	8	3	6	3	5	7
FBgn0034627	FBgn0034627	EfSec	0	0	1	2	2	0	1	1	0	0	0	1	2	1	1	0	0	1	1	1	1	4	2	4	3	4	1
FBgn0034628	FBgn0034628	Acox57D-p	6	3	13	13	7	14	25	4	11	3	8	24	23	9	145	23	8	14	19	14	17	10	15	11	20	20	12
FBgn0034629	FBgn0034629	Acox57D-d	8	5	29	54	16	24	17	27	6	13	7	24	35	33	30	19	7	20	17	40	50	20	12	9	54	34	46
FBgn0034631	FBgn0034631	TAF1C-like	3	2	4	2	4	5	9	1	5	2	3	8	3	2	3	8	3	7	6	3	1	5	4	5	5	7	4
FBgn0034634	FBgn0034634	CG10494	3	1	5	2	3	4	9	2	3	2	2	8	2	1	2	6	4	7	6	2	1	7	2	4	2	11	7
FBgn0034636	FBgn0034636	twz	5	5	2	3	10	2	2	2	2	4	3	2	3	2	3	1	3	2	3	3	1	3	3	21	1	1	2
FBgn0034638	FBgn0034638	CG10433	28	20	30	11	10	30	46	11	56	4	117	48	41	17	38	77	23	75	60	16	12	137	88	25	52	68	248
FBgn0034639	FBgn0034639	CG15673	4	4	8	13	12	9	7	9	2	6	4	8	7	10	6	4	3	7	18	11	10	8	4	7	2	3	7
FBgn0034641	FBgn0034641	mahj	13	10	17	5	3	19	30	5	16	6	12	35	4	5	3	29	13	25	29	5	5	14	8	10	9	22	27
FBgn0034642	FBgn0034642	CG15674	1	1	3	9	4	3	2	0	1	0	2	2	9	4	6	1	0	1	3	7	5	6	6	3	13	7	3
FBgn0034643	FBgn0034643	CG10321	38	25	31	11	9	36	61	20	58	15	29	55	10	11	10	49	30	48	42	9	8	21	20	22	18	28	46
FBgn0034644	FBgn0034644	CG10082	44	44	17	10	12	21	29	10	21	20	22	34	15	10	10	23	39	24	29	7	8	18	36	29	15	29	41
FBgn0034645	FBgn0034645	ND-B12	31	25	81	133	64	57	35	62	7	32	21	79	105	124	100	33	24	67	82	139	203	26	180	50	70	96	51
FBgn0034646	FBgn0034646	Rae1	6	4	16	15	11	15	18	4	4	3	3	27	11	9	10	22	6	16	18	13	15	19	12	28	22	35	37
FBgn0034647	FBgn0034647	pirk	6	4	8	10	24	14	33	8	8	13	5	9	17	15	10	5	6	7	4	31	15	8	23	9	48	42	8
FBgn0034649	FBgn0034649	CG9865	9	6	26	18	13	27	33	6	15	11	12	35	19	21	19	26	9	29	35	19	14	16	38	18	25	34	26
FBgn0034650	FBgn0034650	NC2alpha	55	28	33	21	14	47	93	21	17	20	15	72	7	12	7	84	50	56	52	14	15	18	16	30	9	30	35
FBgn0034651	FBgn0034651	CG15676	1	2	1	1	1	1	2	1	5	0	4	1	0	0	0	0	2	5	3	0	0	3	6	5	0	0	1
FBgn0034654	FBgn0034654	CG10306	131	103	149	145	157	140	157	146	64	142	88	199	128	142	131	157	92	158	186	123	161	85	132	234	199	175	177
FBgn0034655	FBgn0034655	CG10307	5	3	10	1	2	7	8	1	8	1	12	16	0	0	1	7	5	19	24	1	0	9	35	10	1	8	8
FBgn0034657	FBgn0034657	LBR	11	9	16	4	4	16	34	2	7	6	5	39	3	5	3	21	14	17	18	4	5	9	3	12	2	11	16
FBgn0034658	FBgn0034658	Grx-1	7	5	8	1	3	10	13	1	2	4	9	20	1	1	1	4	7	23	29	1	1	18	107	39	2	1	16
FBgn0034659	FBgn0034659	CG4021	1	2	4	3	11	4	5	3	5	2	8	5	3	4	7	2	2	8	10	5	4	3	10	13	2	0	2
FBgn0034660	FBgn0034660	lox2	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	9	11	1	1	8	1
FBgn0034661	FBgn0034661	CG4386	2	1	1	2	3	1	0	0	0	3	0	0	1	1	1	0	1	0	1	0	1	5	0	68	7	0	0
FBgn0034663	FBgn0034663	CG4363	9	4	9	14	29	12	6	7	1	1	14	8	14	14	11	31	9	22	61	26	8	32	74	1	53	39	29
FBgn0034665	FBgn0034665	CG4372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	0
FBgn0034666	FBgn0034666	CG9294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0
FBgn0034667	FBgn0034667	comr	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	3	1	1	0	0	0
FBgn0034674	FBgn0034674	CG9304	4	2	9	8	12	8	10	2	9	3	4	14	9	8	7	10	3	8	11	8	5	10	13	24	15	19	15
FBgn0034681	FBgn0034681	CG9308	1	0	1	0	1	1	1	0	4	0	1	1	0	0	0	0	0	2	3	0	0	10	5	5	1	0	1
FBgn0034683	FBgn0034683	CG13500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
FBgn0034684	FBgn0034684	CG13501	0	0	1	0	2	1	2	0	5	0	5	3	1	0	1	1	0	2	4	1	0	5	9	6	1	0	2
FBgn0034687	FBgn0034687	CG11475	0	0	1	0	1	1	2	0	1	0	4	3	1	0	0	1	1	3	4	1	0	7	11	6	1	1	2
FBgn0034688	FBgn0034688	CG11474	13	8	22	26	36	23	24	15	21	13	15	23	22	25	19	20	12	19	25	17	17	11	35	22	24	28	15
FBgn0034689	FBgn0034689	CG2921	16	10	24	11	17	28	46	8	38	7	45	42	15	12	10	33	20	52	54	14	10	17	38	25	13	15	19
FBgn0034691	FBgn0034691	Synj	24	15	14	6	5	21	36	4	25	6	15	29	5	5	7	31	18	29	25	4	4	12	15	8	6	13	21
FBgn0034692	FBgn0034692	CG13502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	1	1	0	0	0
FBgn0034693	FBgn0034693	CG11073	182	151	33	24	21	54	47	82	58	127	190	31	23	27	25	88	188	120	84	13	23	10	19	4	5	10	15
FBgn0034694	FBgn0034694	CG6613	5	3	7	7	11	6	9	3	6	3	4	10	10	6	10	11	4	10	11	9	4	9	12	17	13	15	16
FBgn0034697	FBgn0034697	GM130	37	33	40	30	33	39	40	48	29	38	31	38	30	31	28	34	31	34	39	29	27	19	21	23	29	26	30
FBgn0034700	FBgn0034700	CG11269	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	1	0	0	0
FBgn0034703	FBgn0034703	CG3045	2	1	4	2	2	5	10	1	5	0	4	9	1	2	2	7	3	7	5	4	2	4	1	4	2	8	5
FBgn0034704	FBgn0034704	CG6758	7	3	8	4	4	8	12	3	5	5	6	18	3	3	3	13	6	15	13	3	3	13	12	13	8	16	18
FBgn0034705	FBgn0034705	CG11170	1	1	1	3	6	1	2	0	0	0	0	3	1	1	1	3	0	1	2	3	1	4	2	11	4	5	3
FBgn0034706	FBgn0034706	CG11275	3	2	6	7	14	5	3	3	2	5	3	9	9	5	9	5	2	9	13	7	5	22	37	36	24	24	37
FBgn0034707	FBgn0034707	MED16	4	2	3	2	3	3	5	1	1	1	1	9	2	3	3	4	2	4	4	2	2	9	4	10	5	7	9
FBgn0034709	FBgn0034709	Swim	71	47	46	60	96	66	85	78	60	63	89	49	103	70	90	60	51	36	55	73	60	28	147	55	99	134	62
FBgn0034710	FBgn0034710	CG3292	5	6	84	215	106	98	0	113	3	133	8	0	122	124	84	0	12	0	0	114	130	6	1	1	10	0	0
FBgn0034712	FBgn0034712	CG3264	4	2	32	50	30	38	0	52	1	34	2	0	47	61	20	0	5	0	0	55	56	4	1	1	13	1	1
FBgn0034713	FBgn0034713	CG11291	0	0	1	1	1	1	3	1	1	0	5	2	0	0	1	1	1	3	4	1	0	2	6	4	0	0	1
FBgn0034715	FBgn0034715	Oatp58Db	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	4	3	0	2	2	1
FBgn0034716	FBgn0034716	Oatp58Dc	3	4	11	12	7	11	2	10	7	8	11	5	17	11	16	13	5	12	20	11	12	7	14	5	21	11	10
FBgn0034718	FBgn0034718	wdp	48	37	74	76	41	79	47	101	28	83	61	47	68	101	56	34	41	44	66	77	113	28	35	16	44	28	57
FBgn0034720	FBgn0034720	Liprin-gamma	8	8	4	1	1	5	12	1	20	3	15	9	1	1	1	11	8	12	12	1	1	8	8	3	1	5	12
FBgn0034721	FBgn0034721	CG11298	2	4	6	2	2	4	7	0	5	0	5	8	0	2	1	6	2	11	13	1	1	10	40	20	1	0	5
FBgn0034723	FBgn0034723	CG13506	18	13	29	22	20	35	47	20	39	19	51	44	25	28	23	20	14	35	65	32	22	36	42	26	36	34	79
FBgn0034724	FBgn0034724	babos	11	7	16	14	21	12	20	7	7	5	20	18	22	15	9	9	6	16	27	16	13	17	51	77	14	51	32
FBgn0034725	FBgn0034725	CG6044	5	2	2	2	3	2	4	0	4	3	9	5	1	0	1	3	2	6	8	2	1	7	22	7	1	10	11
FBgn0034726	FBgn0034726	Mes4	13	13	20	8	11	23	43	11	49	15	28	33	13	7	7	52	18	35	27	9	2	6	3	6	5	8	5
FBgn0034727	FBgn0034727	mRpS29	8	5	22	20	11	21	19	8	10	7	10	31	15	17	14	19	10	20	28	17	15	19	18	20	27	30	35
FBgn0034728	FBgn0034728	rad50	4	2	9	2	3	11	21	1	17	2	7	18	5	3	7	18	4	12	15	3	2	6	2	3	3	6	5
FBgn0034729	FBgn0034729	CG10344	4	2	12	5	9	15	30	2	28	1	16	22	4	4	3	30	8	19	16	7	2	6	6	7	5	8	5
FBgn0034730	FBgn0034730	ppk12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
FBgn0034731	FBgn0034731	CG10384	4	3	1	0	0	2	2	0	9	1	7	2	0	0	0	3	2	4	2	0	0	4	2	1	0	1	2
FBgn0034733	FBgn0034733	CG4752	3	2	11	22	7	15	6	10	2	7	3	9	50	22	20	7	3	7	11	11	15	11	31	8	47	19	16
FBgn0034734	FBgn0034734	CG4554	3	2	7	1	1	7	11	1	8	1	4	12	1	2	1	9	4	8	10	3	2	7	2	3	3	7	7
FBgn0034735	FBgn0034735	CG4610	6	5	9	4	3	10	15	4	8	1	9	19	7	7	7	14	5	15	16	7	6	13	9	5	10	12	18
FBgn0034736	FBgn0034736	CG6018	3	2	8	13	11	9	2	4	2	3	1	3	9	11	11	1	2	2	2	21	19	6	10	23	31	10	5
FBgn0034737	FBgn0034737	CG11362	0	0	1	1	3	1	2	0	7	0	14	1	1	0	1	2	1	1	2	1	0	1	1	2	0	0	0
FBgn0034741	FBgn0034741	CG4269	7	7	2	5	6	3	7	6	3	3	7	6	1	2	1	1	4	2	18	2	1	13	17	42	6	13	16
FBgn0034742	FBgn0034742	CG4294	7	5	9	3	7	8	13	2	13	3	14	12	6	4	4	12	5	13	14	4	2	7	4	5	3	4	5
FBgn0034743	FBgn0034743	RpS16	212	179	612	806	710	453	324	174	90	215	168	645	601	545	633	387	150	451	531	692	986	244	525	953	933	759	625
FBgn0034744	FBgn0034744	Vps20	86	58	48	31	49	45	39	71	25	67	37	52	35	44	43	43	64	46	52	49	43	26	33	45	52	40	32
FBgn0034745	FBgn0034745	CG4329	3	2	3	1	1	3	4	1	4	2	10	7	0	1	1	1	3	8	11	2	0	8	11	5	1	0	2
FBgn0034748	FBgn0034748	CG17807	1	2	4	2	2	3	7	1	4	0	5	8	2	2	3	6	2	6	7	3	3	14	5	8	8	13	18
FBgn0034750	FBgn0034750	CG3732	51	32	29	17	19	38	55	44	51	33	25	49	11	20	13	51	44	44	38	16	16	14	12	24	13	18	18
FBgn0034753	FBgn0034753	CG2852	275	232	365	511	426	223	194	274	40	230	60	405	293	398	251	180	172	213	235	338	442	197	379	1889	817	568	393
FBgn0034755	FBgn0034755	CG3746	0	0	3	6	3	2	1	5	0	4	0	1	7	4	6	1	0	2	1	7	12	9	9	1	19	6	5
FBgn0034756	FBgn0034756	Cyp6d2	4	3	6	9	30	8	6	7	5	6	5	5	10	9	21	4	2	3	15	16	7	15	7	17	18	6	30
FBgn0034758	FBgn0034758	CG13510	460	497	190	250	333	248	209	454	357	995	552	120	461	355	234	179	422	172	186	390	313	13	8	14	17	21	21
FBgn0034759	FBgn0034759	CG13511	460	497	190	250	333	248	209	454	357	995	552	120	461	355	234	179	422	172	186	390	313	13	8	14	17	21	21
FBgn0034761	FBgn0034761	CG4250	8	11	11	20	36	12	13	5	11	6	36	12	15	12	24	19	9	13	33	24	19	15	49	85	9	38	23
FBgn0034763	FBgn0034763	RYBP	10	7	11	5	15	12	19	2	26	6	10	18	7	5	8	19	12	18	13	8	5	7	5	9	3	11	10
FBgn0034766	FBgn0034766	Obp59a	2	2	0	0	0	0	1	0	1	0	6	0	0	0	0	1	1	4	3	0	0	6	5	0	0	1	1
FBgn0034768	FBgn0034768	Obp58b	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	7	1	1	1	0	0
FBgn0034769	FBgn0034769	Obp58c	0	0	0	2	4	0	0	2	0	1	0	0	6	2	4	0	0	0	0	5	3	4	0	0	4	0	0
FBgn0034770	FBgn0034770	Obp58d	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0
FBgn0034774	FBgn0034774	CG13526	0	0	2	0	1	1	1	0	2	1	4	3	0	0	0	0	1	2	7	0	0	5	19	11	1	0	1
FBgn0034776	FBgn0034776	CG13527	1	1	2	0	1	1	3	0	3	0	8	4	0	0	0	2	1	4	8	0	0	5	10	3	0	0	1
FBgn0034783	FBgn0034783	CG9825	1	1	9	17	19	9	1	7	1	9	1	2	43	33	11	0	1	1	0	20	14	4	1	1	34	6	1
FBgn0034784	FBgn0034784	CG9826	1	1	3	10	12	5	0	4	0	3	0	0	3	9	3	0	1	0	0	15	15	4	1	2	13	1	1
FBgn0034785	FBgn0034785	CG3649	0	0	0	1	2	1	0	1	0	1	0	1	0	0	0	0	0	1	2	0	0	5	0	21	0	3	3
FBgn0034786	FBgn0034786	CG13531	3	3	4	3	7	4	6	1	2	2	2	7	4	3	7	5	2	5	5	6	2	8	10	16	8	13	11
FBgn0034788	FBgn0034788	CG13532	5	5	1	1	2	1	1	0	1	3	4	1	0	0	1	0	3	2	2	1	1	4	3	7	1	1	2
FBgn0034789	FBgn0034789	PIP5K59B	11	7	2	1	1	5	7	3	5	3	13	5	1	1	1	6	6	9	10	1	1	6	5	3	0	3	7
FBgn0034791	FBgn0034791	EMC8-9	18	17	34	29	38	29	36	15	17	13	23	41	25	27	22	37	19	34	43	33	35	24	41	56	37	44	38
FBgn0034792	FBgn0034792	CG3499	23	17	28	22	14	29	38	17	19	12	24	48	21	21	19	32	17	40	52	22	28	17	33	21	25	20	30
FBgn0034793	FBgn0034793	asrij	10	6	21	37	18	20	19	10	6	16	7	28	24	25	27	15	10	16	38	24	46	23	30	32	35	31	45
FBgn0034795	FBgn0034795	MED23	5	3	4	2	3	6	6	6	5	2	4	7	3	3	3	5	4	4	5	2	1	7	4	11	3	7	8
FBgn0034796	FBgn0034796	CG3700	10	11	10	10	13	11	14	5	7	1	10	21	7	7	6	11	8	21	19	8	8	27	27	63	18	31	49
FBgn0034797	FBgn0034797	nahoda	11	8	9	9	10	10	7	14	7	10	14	7	9	6	18	9	8	13	14	7	10	7	12	11	8	9	9
FBgn0034800	FBgn0034800	CG3788	7	4	7	2	3	7	16	1	5	2	13	17	1	1	1	10	4	16	22	3	2	8	28	10	1	5	7
FBgn0034802	FBgn0034802	CG3800	1479	1104	868	412	633	1231	2070	1019	2617	1311	1557	978	411	509	325	2180	1501	1569	834	551	322	35	27	85	93	90	89
FBgn0034803	FBgn0034803	CG9849	5	6	20	16	16	19	13	10	5	13	10	22	19	20	12	13	7	14	16	23	16	9	17	14	21	18	16
FBgn0034804	FBgn0034804	CG3831	5	1	12	3	6	8	18	0	10	0	5	21	2	2	1	14	6	13	19	2	2	12	6	24	4	20	13
FBgn0034808	FBgn0034808	CG9896	17	9	29	7	9	22	45	2	38	2	39	46	7	4	5	48	18	63	49	11	4	13	15	5	4	20	18
