Search Gene	Found FBGN	Found Gene	extended cold, 4-day adult	cold shock, 4-day adult	heat shock, 4-day adult	Cadmium 50 mM 6 hrs, larvae L3	Cadmium 50 mM 12 hrs, larvae L3	Cadmium 50 mM 48 hrs, 4-day adult	Cadmium 100 mM 48 hrs, 4-day adult	Copper 0.5 mM 12 hrs, larvae L3	Copper 15 mM 48 hrs, 4-day adult	Zinc 5 mM 12 hrs, larvae L3	Zinc 4.5 mM 48 hrs, 4-day adult	Ethanol 2.5% 3 hrs, larvae L3	Ethanol 5% 3 hrs, larvae L3	Ethanol 10% 3 hrs, larvae L3	Caffeine 1.5 mg/ml 4 hrs, larvae L3	Caffeine 2.5 mg/ml 48 hrs, 4-day adult	Caffeine 25 mg/ml 48 hrs, 4-day adult	Paraquat 5 mM 48 hrs, 4-day adult	Paraquat 10 mM 48 hrs, 4-day adult	Rotenone 2 µg 12 hrs, larvae L3	Rotenone 8 µg 12 hrs, larvae L3	Rotenone starved, 10-day adult	Sindbis virus, larval stage	Sindbis virus, pupal stage	Sindbis virus, 4-day adult male	Sindbis virus, 4-day adult female	Resveratrol 100uM, 10-day adult
FBgn0005390	FBgn0005390	fs(1)M3	9	9	29	0	0	10	25	0	14	0	7	34	0	0	0	18	9	19	21	0	0	6	0	0	0	37	9
FBgn0005391	FBgn0005391	Yp2	2581	2873	2650	14	1	51	71	41	226	265	614	2162	2	20	2	321	2360	872	1631	5	7	232	6	1	0	5716	1945
FBgn0005411	FBgn0005411	U2af50	14	10	25	23	27	26	34	21	13	8	10	48	21	18	21	35	15	31	33	23	24	28	35	95	49	70	50
FBgn0005427	FBgn0005427	ewg	5	3	4	2	3	4	7	2	6	2	4	7	3	2	2	8	5	7	7	2	1	6	5	9	4	9	11
FBgn0005533	FBgn0005533	RpS17	890	822	1819	2046	1829	1224	853	926	235	1019	416	1901	1554	1693	1568	1027	622	1223	1530	1623	2381	907	1014	1957	1691	1863	1540
FBgn0005536	FBgn0005536	Mbs	60	40	29	11	10	43	74	22	55	25	46	48	11	11	9	61	58	52	43	8	9	16	26	16	9	21	30
FBgn0005558	FBgn0005558	ey	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	4	2	2	1	1	3
FBgn0005564	FBgn0005564	Shal	3	3	2	1	1	2	3	1	5	2	8	3	1	1	1	3	2	4	5	1	1	4	4	3	2	3	4
FBgn0005585	FBgn0005585	Calr	1978	1653	1287	1480	1088	1464	1887	5347	1557	3214	1699	1155	948	1304	562	1058	2096	1137	747	1191	1217	155	280	542	641	283	318
FBgn0005586	FBgn0005586	Rab3	18	19	6	3	5	8	16	2	23	8	36	8	5	4	4	9	18	17	16	3	2	7	14	7	3	9	8
FBgn0005590	FBgn0005590	scw	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
FBgn0005593	FBgn0005593	RpL7	159	124	364	365	295	270	208	185	73	172	103	406	293	310	307	238	127	272	339	320	440	683	782	1219	1804	1431	1675
FBgn0005596	FBgn0005596	yem	13	9	18	3	2	20	41	4	18	3	9	45	2	3	3	34	14	28	25	2	3	9	4	6	3	16	15
FBgn0005612	FBgn0005612	Sox14	57	54	14	19	40	14	18	26	14	31	21	13	9	16	22	12	34	11	24	13	10	9	11	35	7	11	15
FBgn0005613	FBgn0005613	Sox15	0	1	1	1	1	1	0	3	1	1	1	0	1	0	1	1	0	1	1	1	1	4	2	3	1	1	2
FBgn0005614	FBgn0005614	trpl	21	17	19	0	0	17	23	1	15	1	30	37	0	0	0	28	16	45	52	0	0	31	60	0	0	40	61
FBgn0005616	FBgn0005616	msl-2	3	3	4	3	4	3	3	3	2	5	6	3	4	3	4	3	3	4	5	3	3	8	7	7	4	4	10
FBgn0005617	FBgn0005617	msl-1	66	45	49	8	8	63	142	11	122	14	46	99	7	7	8	123	64	95	60	7	5	11	5	7	5	19	15
FBgn0005619	FBgn0005619	Hdc	6	5	2	0	0	3	8	0	4	0	6	4	0	0	0	4	4	6	7	0	0	5	5	1	0	3	3
FBgn0005624	FBgn0005624	Psc	5	4	4	1	1	6	12	2	6	2	3	10	1	1	1	9	4	7	7	1	1	5	1	4	1	2	2
FBgn0005626	FBgn0005626	ple	54	66	6	9	265	6	3	25	16	44	23	5	11	18	9	6	37	7	8	11	6	7	53	82	16	35	11
FBgn0005631	FBgn0005631	robo1	9	7	3	3	5	3	3	3	3	5	5	3	3	3	3	2	5	4	6	2	2	4	3	13	2	2	4
FBgn0005633	FBgn0005633	fln	49	30	58	0	0	9	17	0	48	1	79	53	0	1	0	19	36	61	51	0	0	8	874	27	0	854	7
FBgn0005636	FBgn0005636	nvy	3	3	2	2	1	1	1	3	0	1	2	1	2	2	1	1	1	1	2	1	2	4	4	8	2	2	5
FBgn0005638	FBgn0005638	slbo	24	31	1	1	18	1	5	3	4	14	4	2	0	1	0	1	22	2	4	1	0	4	1	40	2	1	2
FBgn0005640	FBgn0005640	Eip63E	15	12	8	6	10	8	13	5	9	6	8	13	7	6	8	11	9	11	12	6	5	9	12	26	10	14	17
FBgn0005642	FBgn0005642	wdn	11	6	17	4	3	18	38	5	10	4	6	38	5	4	4	36	13	27	30	4	5	15	7	10	5	19	32
FBgn0005648	FBgn0005648	Pabp2	31	22	27	18	32	25	30	21	47	32	29	28	15	21	13	27	27	22	19	26	27	5	4	18	14	10	7
FBgn0005649	FBgn0005649	Rox8	25	18	42	18	33	54	96	18	89	17	35	78	20	17	20	86	30	76	46	21	16	23	23	56	18	44	63
FBgn0005654	FBgn0005654	lat	6	5	10	3	3	10	18	3	12	1	9	23	2	1	2	16	6	19	19	2	3	8	12	9	2	11	11
FBgn0005655	FBgn0005655	PCNA	42	30	109	33	37	91	139	28	150	17	41	171	19	35	16	105	55	88	95	31	36	35	8	82	33	112	92
FBgn0005658	FBgn0005658	Ets65A	2	2	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	5	1	2	0	1	2
FBgn0005659	FBgn0005659	Ets98B	2	3	4	3	3	3	3	3	4	4	5	3	4	2	5	4	2	5	4	3	3	8	13	8	4	9	12
FBgn0005660	FBgn0005660	Ets21C	3	2	1	1	0	5	16	1	3	1	4	6	1	2	1	3	2	1	5	1	2	4	1	2	2	1	3
FBgn0005664	FBgn0005664	Crys	18	9	1	0	0	2	4	0	6	1	8	4	0	0	0	14	11	11	19	0	0	8	15	7	0	7	6
FBgn0005666	FBgn0005666	bt	3	3	31	15	30	34	13	11	13	14	20	14	29	26	51	9	4	14	23	26	17	18	84	13	105	74	28
FBgn0005670	FBgn0005670	Cyp4d1	4	4	25	100	70	26	0	46	1	25	2	1	75	63	99	2	4	2	1	45	61	8	6	20	136	9	12
FBgn0005671	FBgn0005671	Vha55	202	162	369	381	277	366	249	267	144	248	205	404	471	467	460	299	160	346	461	470	571	123	216	70	260	185	347
FBgn0005672	FBgn0005672	spi	40	35	27	26	68	43	70	24	92	24	81	38	43	27	40	75	41	60	54	37	18	26	18	75	14	20	47
FBgn0005674	FBgn0005674	Aats-glupro	18	14	26	17	7	31	38	9	16	10	15	40	15	17	15	29	16	25	44	15	18	15	13	18	22	20	25
FBgn0005677	FBgn0005677	dac	5	5	1	3	3	2	2	8	1	3	2	2	2	2	2	0	3	2	2	2	2	4	3	9	1	1	3
FBgn0005683	FBgn0005683	pie	42	28	14	2	5	27	54	9	38	7	14	34	2	5	3	56	28	47	20	3	2	9	3	4	2	11	7
FBgn0005694	FBgn0005694	Aef1	43	27	47	8	10	52	102	23	104	13	44	73	7	12	7	89	46	74	49	11	11	10	5	6	5	14	17
FBgn0005695	FBgn0005695	gcl	11	7	28	6	8	28	45	3	21	2	7	65	8	5	9	47	13	43	34	7	5	24	13	19	13	64	50
FBgn0005696	FBgn0005696	DNApol-alpha73	10	7	15	5	2	19	36	1	11	1	3	44	1	4	2	27	13	27	25	4	3	12	2	4	4	21	19
FBgn0005771	FBgn0005771	noc	11	8	8	14	16	10	6	9	5	8	10	6	10	12	14	6	5	9	12	11	16	13	16	53	12	15	35
FBgn0005775	FBgn0005775	Con	2	2	0	0	1	1	1	0	2	1	2	1	1	0	1	1	2	2	2	1	0	5	4	6	0	2	3
FBgn0005777	FBgn0005777	PpD3	20	14	42	17	28	50	74	20	97	14	38	55	20	18	14	67	34	53	42	24	11	12	11	19	20	27	17
FBgn0005778	FBgn0005778	PpD5	0	1	1	1	2	1	1	0	0	0	3	2	0	1	0	0	1	2	3	1	0	7	8	8	1	0	2
FBgn0005779	FBgn0005779	PpD6	0	0	1	0	1	1	1	0	2	0	3	1	0	0	0	0	1	2	2	1	0	4	6	6	0	0	1
FBgn0008635	FBgn0008635	betaCOP	29	21	35	42	16	32	27	35	11	28	12	43	28	35	19	21	21	24	39	28	46	33	61	65	59	59	97
FBgn0008636	FBgn0008636	hbn	2	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	5	1	2	0	1	1
FBgn0008646	FBgn0008646	E5	8	9	1	2	4	2	1	15	1	11	4	0	2	3	2	1	6	2	2	2	2	5	1	4	1	1	1
FBgn0008651	FBgn0008651	lbl	1	1	1	1	2	0	0	1	1	0	2	1	1	1	1	1	0	1	2	0	0	4	1	2	0	1	1
FBgn0010014	FBgn0010014	CanB	16	14	5	6	10	9	16	4	31	8	38	7	6	6	8	8	12	24	16	7	3	7	13	12	3	9	5
FBgn0010015	FBgn0010015	CanA1	4	5	8	12	7	10	4	23	4	21	10	4	8	10	9	6	8	9	8	8	12	9	7	1	4	6	11
FBgn0010019	FBgn0010019	Cyp4g1	1121	861	1326	200	133	981	1743	107	2379	131	7653	2052	294	254	252	2684	1450	4536	4393	253	187	3053	3747	123	169	2359	5718
FBgn0010038	FBgn0010038	GstD2	6	2	43	164	41	123	311	50	38	22	10	161	364	97	783	15	7	3	179	150	471	17	109	13	318	76	9
FBgn0010039	FBgn0010039	GstD3	3	4	96	134	126	163	98	38	45	14	12	33	244	141	244	15	8	8	128	175	178	9	25	123	74	24	9
FBgn0010040	FBgn0010040	GstD4	0	0	9	23	12	22	4	3	2	2	0	2	29	15	38	0	0	1	4	45	35	4	2	4	12	3	0
FBgn0010042	FBgn0010042	GstD6	0	0	6	13	9	15	7	3	5	1	1	2	27	19	45	1	0	0	1	44	26	3	1	1	18	0	0
FBgn0010043	FBgn0010043	GstD7	0	1	30	44	10	45	2	5	0	5	1	3	107	96	93	1	0	1	1	121	115	4	5	1	91	4	0
FBgn0010044	FBgn0010044	GstD8	0	0	1	3	1	4	1	0	0	0	2	0	2	3	5	1	0	0	1	13	10	6	11	4	62	9	1
FBgn0010052	FBgn0010052	Jhe	0	1	1	1	1	1	0	3	0	1	1	1	1	1	0	0	1	0	0	1	0	4	5	109	1	2	1
FBgn0010053	FBgn0010053	Jheh1	5	5	16	43	24	21	15	8	6	7	10	16	126	29	301	83	17	17	27	24	31	24	48	15	85	33	26
FBgn0010078	FBgn0010078	RpL23	799	658	1546	2321	1356	995	797	978	211	783	332	1383	1350	1564	1190	821	545	855	1393	1459	1985	784	973	2432	2950	1787	1282
FBgn0010097	FBgn0010097	gammaTub37C	26	14	25	0	0	28	55	0	23	0	10	59	0	0	0	43	29	37	31	0	0	15	1	1	0	49	34
FBgn0010100	FBgn0010100	Acon	119	87	241	168	90	229	137	139	90	98	160	256	226	242	248	146	82	258	345	211	314	194	922	71	253	669	427
FBgn0010105	FBgn0010105	comm	3	2	2	2	3	2	2	1	1	1	2	1	1	1	1	1	2	2	3	1	1	6	5	7	1	2	7
FBgn0010109	FBgn0010109	dpn	1	1	1	3	2	1	0	2	0	0	1	0	1	1	2	0	1	0	0	1	1	4	0	3	1	0	0
FBgn0010113	FBgn0010113	hdc	9	9	6	3	7	9	13	4	13	6	9	10	5	4	7	10	7	9	7	4	2	3	2	13	2	3	5
FBgn0010114	FBgn0010114	hig	34	31	9	2	1	14	29	2	24	7	38	22	3	2	2	19	26	29	35	2	2	13	25	4	2	13	24
FBgn0010173	FBgn0010173	RpA-70	14	10	34	12	19	31	63	8	48	6	17	72	18	14	15	55	13	52	53	18	11	32	18	40	30	60	49
FBgn0010194	FBgn0010194	Wnt5	5	4	4	2	4	5	9	2	7	4	4	9	2	2	2	6	4	5	6	2	1	5	1	9	1	2	3
FBgn0010197	FBgn0010197	Gyc32E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
FBgn0010198	FBgn0010198	RpS15Aa	387	315	674	1029	1150	535	539	539	274	411	298	945	1355	952	1153	662	222	735	725	1270	1116	756	896	1823	2129	1716	1452
FBgn0010213	FBgn0010213	Sod2	49	40	78	81	62	69	72	43	21	48	39	88	90	102	76	55	37	88	86	94	135	56	240	71	137	172	107
FBgn0010215	FBgn0010215	alpha-Cat	6	7	20	10	36	22	32	2	39	1	19	24	20	12	18	29	10	26	19	18	5	6	9	31	16	19	7
FBgn0010217	FBgn0010217	ATPsynbeta	111	81	566	543	427	538	214	213	197	188	251	396	827	761	677	201	102	362	466	842	506	303	2471	351	1934	2457	499
FBgn0010220	FBgn0010220	Dbp45A	4	4	9	5	8	12	19	3	18	4	14	12	5	6	7	16	6	14	14	8	5	10	5	9	10	16	17
FBgn0010222	FBgn0010222	Nmdmc	16	17	11	12	37	21	21	5	15	8	12	33	9	12	6	46	12	8	40	17	13	53	105	47	22	69	135
FBgn0010223	FBgn0010223	Galphaf	4	3	11	14	9	15	12	5	2	12	5	9	16	13	13	3	3	7	7	19	17	7	7	9	17	11	8
FBgn0010225	FBgn0010225	Gel	22	22	74	139	128	84	27	63	24	44	46	35	155	133	179	54	22	43	39	141	146	62	101	130	154	80	139
FBgn0010226	FBgn0010226	GstS1	46	32	105	97	123	92	87	69	53	52	77	109	87	92	101	59	38	99	121	108	111	48	926	201	135	700	78
FBgn0010228	FBgn0010228	HmgZ	77	72	71	149	143	68	30	228	68	169	97	31	125	101	92	53	66	71	74	105	121	11	12	49	25	14	13
FBgn0010235	FBgn0010235	Klc	38	34	34	25	41	32	41	27	25	21	23	44	28	30	24	37	25	34	35	27	28	24	40	68	54	58	37
FBgn0010238	FBgn0010238	Lac	28	22	25	21	36	23	34	13	32	15	25	31	22	23	22	31	25	31	38	22	16	22	32	118	17	28	64
FBgn0010240	FBgn0010240	Lcch3	3	4	1	1	2	1	2	0	4	1	5	2	1	1	2	2	3	2	3	1	0	4	5	6	1	3	3
FBgn0010241	FBgn0010241	Mdr50	3	3	13	11	13	20	9	11	2	7	7	7	41	18	46	11	3	8	14	16	37	11	18	3	16	14	14
FBgn0010246	FBgn0010246	Myo61F	15	14	31	37	18	35	15	29	11	27	27	22	50	40	25	14	12	27	40	44	61	33	40	16	126	59	58
FBgn0010258	FBgn0010258	Rbp4	0	0	2	3	3	3	1	0	0	1	1	2	3	2	3	0	0	3	2	3	3	4	8	7	6	0	2
FBgn0010263	FBgn0010263	Rbp9	25	25	18	9	7	21	30	10	48	14	60	26	11	11	20	28	23	41	43	10	10	26	37	14	9	26	44
FBgn0010265	FBgn0010265	RpS13	467	380	855	760	781	659	510	510	172	420	262	888	667	819	734	597	354	624	867	734	893	276	294	515	544	514	515
FBgn0010269	FBgn0010269	Dsor1	11	10	23	15	16	20	26	9	9	8	4	36	12	14	12	24	9	23	27	15	19	9	10	19	9	22	19
FBgn0010278	FBgn0010278	Ssrp	120	80	93	37	25	113	196	98	123	68	77	162	29	40	28	169	101	139	126	40	44	19	6	18	17	27	32
FBgn0010280	FBgn0010280	Taf4	49	35	26	8	7	35	64	16	32	17	30	58	8	9	9	57	37	48	42	8	9	19	13	17	6	20	47
FBgn0010282	FBgn0010282	TfIIFalpha	146	102	71	42	27	92	159	145	185	102	104	107	33	40	24	145	126	124	77	27	29	10	7	12	18	17	11
FBgn0010287	FBgn0010287	Trf	4	3	5	3	7	5	8	7	2	1	2	12	2	3	3	7	3	6	10	3	2	10	8	13	5	11	11
FBgn0010288	FBgn0010288	Uch	117	108	160	125	282	161	261	72	109	82	83	289	110	118	151	240	88	187	228	139	111	28	63	110	51	75	42
FBgn0010292	FBgn0010292	bys	8	5	17	10	7	16	16	8	9	5	9	20	4	8	4	14	8	20	22	9	8	16	9	12	17	39	25
FBgn0010294	FBgn0010294	ng2	1	2	59	64	78	82	0	90	13	100	8	0	362	112	343	0	7	0	0	206	124	3	0	0	9	0	0
FBgn0010295	FBgn0010295	ng3	22	33	444	479	262	393	0	1117	18	1120	57	1	864	1133	988	0	99	0	0	675	1020	4	0	1	39	0	0
FBgn0010300	FBgn0010300	brat	17	13	11	3	9	13	30	2	23	4	10	29	3	3	4	21	14	18	15	3	2	9	5	40	5	19	22
FBgn0010303	FBgn0010303	hep	28	22	18	8	5	23	41	15	31	14	22	32	8	8	7	37	26	29	29	6	7	10	8	9	6	11	22
FBgn0010309	FBgn0010309	pigeon	3	2	7	1	1	3	4	1	2	1	2	10	1	2	1	3	2	4	5	1	2	11	9	11	4	17	19
FBgn0010313	FBgn0010313	corto	17	15	10	3	6	14	25	6	28	8	13	18	3	3	3	25	17	19	12	2	2	6	5	10	2	7	12
FBgn0010315	FBgn0010315	CycD	17	7	24	7	10	31	45	4	17	5	9	44	5	6	4	47	16	35	23	8	5	9	4	16	7	23	16
FBgn0010316	FBgn0010316	dap	4	3	13	4	9	14	26	2	24	3	8	20	5	4	5	24	5	16	11	6	4	8	3	11	2	16	13
FBgn0010317	FBgn0010317	CycJ	2	2	8	0	1	7	14	0	9	0	2	15	0	0	0	10	3	11	10	0	0	9	1	1	0	24	15
FBgn0010323	FBgn0010323	Gsc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0010328	FBgn0010328	woc	31	25	34	11	5	34	67	16	44	11	19	76	8	9	7	59	30	46	49	7	9	17	12	27	16	30	40
FBgn0010329	FBgn0010329	Tbh	2	2	1	0	0	1	2	0	2	0	4	1	1	0	1	2	1	2	2	0	0	4	3	1	1	2	4
FBgn0010333	FBgn0010333	Rac1	53	44	61	62	78	76	107	56	93	49	56	54	64	58	60	112	54	68	47	70	66	12	13	26	19	20	20
FBgn0010339	FBgn0010339	128up	30	18	54	35	35	50	59	30	22	27	21	75	35	40	20	55	27	61	57	55	45	27	26	52	53	59	50
FBgn0010340	FBgn0010340	140up	2	3	7	4	7	7	10	2	15	0	6	5	8	4	5	9	2	8	5	8	4	4	4	5	6	6	2
FBgn0010341	FBgn0010341	Cdc42	90	80	99	120	181	120	173	77	175	97	143	108	154	122	123	145	117	107	93	157	132	17	23	64	46	39	40
FBgn0010342	FBgn0010342	Map60	60	39	53	26	21	65	132	19	55	21	28	117	17	18	14	130	54	95	64	19	17	18	6	45	11	34	33
FBgn0010348	FBgn0010348	Arf79F	154	131	262	241	383	276	289	209	288	224	214	202	310	246	225	256	150	224	217	327	145	44	72	158	163	101	57
FBgn0010350	FBgn0010350	CdsA	16	15	36	22	39	36	50	10	28	11	35	51	31	20	35	37	18	47	51	39	20	23	69	29	25	50	33
FBgn0010352	FBgn0010352	Nc73EF	57	44	115	66	40	109	120	65	190	47	211	137	86	69	104	118	58	171	216	62	91	141	248	19	74	186	313
FBgn0010355	FBgn0010355	Taf1	10	9	12	4	3	13	21	4	11	5	7	26	5	5	5	16	9	17	21	3	4	10	6	10	6	10	13
FBgn0010356	FBgn0010356	Taf5	7	4	12	9	7	9	15	5	6	2	4	23	7	6	5	14	6	15	16	7	5	13	10	17	10	19	17
FBgn0010357	FBgn0010357	betaTry	586	640	874	1165	641	631	6	319	41	368	327	257	1099	1231	1207	241	478	677	1445	1654	1705	303	388	3	392	427	633
FBgn0010358	FBgn0010358	deltaTry	0	0	5	2	5	6	0	3	0	1	1	0	2	2	1	0	1	0	0	2	1	0	0	0	1	0	0
FBgn0010359	FBgn0010359	gammaTry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1
FBgn0010379	FBgn0010379	Akt1	11	11	18	9	19	17	28	8	37	8	27	25	16	10	13	28	13	23	21	14	7	18	11	22	11	21	32
FBgn0010380	FBgn0010380	AP-1-2beta	43	27	28	23	14	26	29	20	10	15	14	48	16	20	16	29	26	28	39	18	21	29	38	60	38	48	76
FBgn0010382	FBgn0010382	CycE	45	20	34	4	2	44	92	4	49	4	14	94	2	4	3	81	39	66	51	2	3	10	2	5	2	23	25
FBgn0010383	FBgn0010383	Cyp18a1	3	2	3	4	2	2	2	3	1	2	2	3	3	2	4	4	3	4	7	2	6	9	5	17	9	9	21
FBgn0010389	FBgn0010389	htl	2	1	2	2	2	2	1	1	1	1	4	3	3	2	2	2	1	3	4	1	1	7	6	7	3	6	7
FBgn0010391	FBgn0010391	Gtp-bp	33	26	42	54	18	40	38	68	13	27	18	48	32	47	23	30	32	33	39	37	53	61	81	96	136	87	130
FBgn0010395	FBgn0010395	Itgbn	2	3	4	4	8	5	5	2	2	3	7	4	9	7	6	3	2	3	6	9	4	7	5	2	18	7	5
FBgn0010397	FBgn0010397	LamC	21	17	71	70	42	53	33	61	21	32	20	57	91	83	68	27	13	29	62	67	81	36	77	25	117	77	91
FBgn0010398	FBgn0010398	Lrr47	2	0	3	1	3	3	5	3	2	1	1	8	2	2	2	4	2	6	4	2	1	6	3	6	2	5	4
FBgn0010399	FBgn0010399	Nmdar1	2	2	1	0	0	1	1	0	1	1	2	1	0	0	0	1	1	2	2	0	1	5	4	2	0	2	3
FBgn0010401	FBgn0010401	Os-C	1	1	2	0	1	1	4	0	6	0	12	3	0	0	0	4	3	10	8	0	0	14	54	2	0	15	18
FBgn0010403	FBgn0010403	Obp83b	0	1	1	0	0	2	3	0	2	0	8	2	0	0	0	6	1	4	5	0	0	10	38	0	0	9	15
FBgn0010406	FBgn0010406	RNaseX25	10	6	19	9	17	13	15	7	11	6	15	24	18	11	18	19	6	20	27	14	9	26	33	32	28	49	42
FBgn0010407	FBgn0010407	Ror	4	3	1	2	4	1	1	1	1	2	3	1	2	1	2	0	2	1	1	2	1	4	1	7	1	1	1
FBgn0010408	FBgn0010408	RpS9	548	420	1198	1418	975	753	585	723	190	541	265	1344	950	1089	922	653	397	820	1135	1067	1398	711	868	1888	2000	1562	1592
FBgn0010409	FBgn0010409	RpL18A	1064	832	1273	1168	1076	998	855	782	184	836	374	1673	1018	1515	1172	971	645	993	1398	1303	1651	1302	1078	1660	2076	1869	2364
FBgn0010411	FBgn0010411	RpS18	464	392	815	1001	683	566	399	655	131	436	204	857	726	909	632	421	338	474	741	767	1006	1858	1882	4077	3862	3061	3094
FBgn0010412	FBgn0010412	RpS19a	429	336	493	753	590	333	305	383	47	300	91	757	490	743	558	408	277	406	617	644	825	269	460	937	776	488	569
FBgn0010414	FBgn0010414	SerT	1	1	1	0	0	1	0	2	1	1	1	1	1	1	1	1	1	2	1	1	1	5	3	1	1	1	4
FBgn0010415	FBgn0010415	Sdc	114	96	63	53	99	88	109	105	254	114	211	57	69	68	72	114	118	98	66	59	41	18	20	55	28	25	39
FBgn0010416	FBgn0010416	TH1	4	3	9	7	6	8	11	1	5	3	2	14	8	5	7	10	3	9	9	6	6	9	7	16	11	15	16
FBgn0010417	FBgn0010417	Taf6	16	10	20	14	14	23	34	13	15	7	12	36	13	12	17	35	15	29	28	11	13	14	11	22	13	18	25
FBgn0010421	FBgn0010421	TfIIFbeta	20	13	25	12	21	28	53	15	44	9	18	41	11	10	13	50	21	32	27	13	8	15	9	19	12	28	16
FBgn0010422	FBgn0010422	TfIIS	16	14	32	23	29	41	63	19	56	12	26	43	20	20	19	61	23	54	30	24	25	13	9	24	11	15	19
FBgn0010423	FBgn0010423	TpnC47D	6	4	260	494	393	321	4	277	6	243	19	10	743	675	761	6	14	10	12	760	679	13	46	2	279	32	6
FBgn0010424	FBgn0010424	TpnC73F	117	95	620	1049	1281	644	24	1235	61	1664	149	24	908	1209	928	30	179	54	53	1087	1219	29	46	77	504	72	37
FBgn0010425	FBgn0010425	epsilonTry	853	1128	2067	2676	2077	1613	3	1427	82	1128	217	172	2266	4303	3368	25	751	155	216	4367	5227	132	526	2	813	923	193
FBgn0010431	FBgn0010431	mtrm	32	19	55	0	0	54	122	1	77	0	12	142	0	1	0	116	31	87	69	1	0	36	2	1	0	149	73
FBgn0010433	FBgn0010433	ato	0	1	1	2	3	0	0	1	0	2	0	0	1	1	2	0	1	0	0	2	1	4	0	1	0	0	0
FBgn0010434	FBgn0010434	cora	32	27	29	23	24	41	42	41	64	36	80	31	44	27	36	46	31	47	58	24	30	31	45	36	31	35	79
FBgn0010435	FBgn0010435	emp	14	11	27	22	25	22	18	9	19	9	45	28	25	20	26	20	14	40	58	21	19	28	79	44	14	44	53
FBgn0010438	FBgn0010438	mtSSB	15	11	25	17	13	26	37	8	30	5	7	41	11	14	5	33	14	33	28	17	12	20	10	29	34	65	51
FBgn0010441	FBgn0010441	pll	10	7	13	9	9	12	21	7	8	4	5	22	8	9	7	20	10	12	19	7	10	11	9	20	6	16	19
FBgn0010452	FBgn0010452	trn	9	5	4	5	7	5	4	4	4	5	5	2	4	4	6	3	6	2	3	4	3	6	4	25	2	2	5
FBgn0010453	FBgn0010453	Wnt4	4	5	1	1	1	1	1	4	2	4	4	0	1	1	1	1	5	1	1	0	1	4	1	6	1	0	1
FBgn0010470	FBgn0010470	Fkbp14	37	38	77	103	126	70	28	81	21	72	32	29	90	107	63	21	25	33	44	109	96	11	20	72	35	16	12
FBgn0010473	FBgn0010473	tutl	12	11	2	1	1	4	8	1	25	3	31	5	2	1	2	6	8	9	9	1	1	6	6	10	1	3	7
FBgn0010482	FBgn0010482	l(2)01289	135	89	76	49	45	66	31	72	84	66	158	30	71	65	73	27	98	64	37	56	40	9	41	6	39	35	13
FBgn0010488	FBgn0010488	NAT1	219	181	139	46	79	165	313	62	177	75	123	278	42	45	47	250	178	201	222	38	46	51	68	123	48	93	112
FBgn0010497	FBgn0010497	dmGlut	13	8	23	25	23	15	17	20	6	9	6	31	17	20	14	12	8	14	17	25	32	31	52	79	84	110	75
FBgn0010501	FBgn0010501	Dcp-1	32	21	28	11	17	25	35	24	24	19	19	35	22	12	11	36	29	34	28	16	15	9	3	22	15	16	15
FBgn0010504	FBgn0010504	kermit	17	14	18	21	20	24	31	12	21	15	31	31	14	16	17	29	14	30	37	32	30	17	32	22	23	17	18
FBgn0010516	FBgn0010516	wal	21	21	92	172	111	106	62	49	26	37	32	101	196	152	158	63	22	65	84	180	209	75	212	105	295	188	154
FBgn0010520	FBgn0010520	Bka	26	11	30	20	22	34	49	12	12	16	20	54	12	27	15	40	15	45	47	30	34	13	12	19	13	32	21
FBgn0010531	FBgn0010531	Ccs	7	3	19	19	22	16	16	15	6	7	7	23	15	13	18	17	8	15	23	16	23	8	7	8	8	8	5
FBgn0010548	FBgn0010548	Aldh-III	26	23	50	68	55	49	33	44	25	30	32	46	59	54	68	38	28	48	49	53	63	30	104	75	93	53	61
FBgn0010551	FBgn0010551	Phb2	26	20	84	62	45	68	86	35	47	25	34	98	72	68	47	66	35	73	113	79	78	37	54	60	81	84	78
FBgn0010583	FBgn0010583	dock	20	16	13	6	8	14	21	10	12	8	11	22	6	7	6	21	15	17	18	6	5	10	14	24	13	13	17
FBgn0010590	FBgn0010590	Prosbeta1	69	55	93	130	172	80	71	65	26	60	29	148	96	111	119	70	39	80	139	124	124	73	145	233	118	140	142
FBgn0010591	FBgn0010591	Sply	40	42	48	76	112	54	32	24	23	35	23	42	68	63	74	35	29	32	33	98	91	25	31	53	71	42	58
FBgn0010602	FBgn0010602	lwr	98	75	98	78	90	90	140	75	36	76	38	157	47	73	56	147	76	106	106	78	88	14	18	43	21	31	31
